year,month,cwd,pck,ppt,str,tmx,tmn,pop,latitude,longitude,elevation,taxon_name
1911,12,16.17000008,5.46999979,93.76999664,149.5,9.710000038,-4.150000095,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1911,2,20.42000008,662.8900146,183.0399933,149.5,6.079999924,-4.889999866,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1911,1,13.44999981,544.0800171,888.6400146,149.5,7.019999981,-2.539999962,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1911,7,126.8700027,0,0.029999999,45.65999985,29.98999977,12.649999619999999,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1911,6,83.81999969,0,19.07999992,99.90000153,22.700000760000002,7.420000076,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1911,3,25.13999939,563.289978,356.0299988,149.5,11.93000031,1.200000048,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1911,5,67.18000031,0,62.88000107,149.5,15.78999996,2.119999886,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1911,11,26.700000760000002,0,98.81999969,149.5,14.44999981,-0.460000008,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1911,10,64.09999847,0,42.5,80.41999817,18.56999969,2.710000038,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1911,9,100.4000015,0,6.949999809,40.47999954,21.26000023,4.6199998859999996,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1912,4,40.66999817,0,193.8800049,149.5,10.30000019,-0.810000002,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1912,8,139,0,0,38.74000168,25.38999939,8.149999619,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1912,12,16.44000053,10.26000023,117.0199966,149.5,9.18999958,-2.819999933,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1912,2,23.89999962,14.19999981,37.04999924,149.5,11.26000023,-1.129999995,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1912,1,15.60999966,79.12999725,221.0299988,149.5,8.4200000760000009,-1.779999971,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1912,7,126.1900024,0,0.389999986,45.68999863,25.62999916,9.5799999239999991,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
